ID,Case Number,Date,Primary Type,Location Description,Arrest,Domestic
100637,JC100637,09/12/2017 09:40:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,False,False
100638,JC100638,03/16/2019 07:59:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
100639,JC100639,11/03/2015 11:29:00 AM,ASSAULT,SCHOOL,True,True
100640,JC100640,05/02/2019 10:06:00 AM,BATTERY,PARKING LOT,False,False
100641,JC100641,09/13/2017 05:56:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,True
100642,JC100642,02/07/2015 10:25:00 PM,CRIMINAL DAMAGE,SCHOOL,True,True
100643,JC100643,07/26/2018 08:56:00 PM,NARCOTICS,PARKING LOT,False,False
100644,JC100644,05/17/2015 01:06:00 AM,CRIMINAL DAMAGE,APARTMENT,False,True
100645,JC100645,08/16/2019 09:45:00 AM,THEFT,RESIDENCE,True,False
100646,JC100646,02/24/2015 09:22:00 AM,ROBBERY,PARKING LOT,False,False
100647,JC100647,11/13/2018 05:19:00 PM,BATTERY,RESIDENCE,False,False
100648,JC100648,09/07/2016 04:56:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,True,True
100649,JC100649,08/13/2019 01:23:00 AM,BATTERY,SIDEWALK,False,True
100650,JC100650,12/17/2017 07:37:00 AM,THEFT,PARKING LOT,False,False
100651,JC100651,06/26/2015 08:01:00 PM,THEFT,APARTMENT,True,False
100652,JC100652,09/15/2018 05:32:00 AM,NARCOTICS,SIDEWALK,True,True
100653,JC100653,11/30/2016 10:25:00 PM,ASSAULT,STREET,True,True
100654,JC100654,12/25/2017 10:19:00 AM,ROBBERY,RESIDENCE,False,True
100655,JC100655,08/19/2019 02:44:00 PM,ROBBERY,SIDEWALK,False,False
100656,JC100656,04/28/2016 07:59:00 AM,THEFT,SCHOOL,False,True
100657,JC100657,02/02/2017 10:08:00 AM,ROBBERY,STREET,True,True
100658,JC100658,05/16/2015 05:57:00 AM,THEFT,APARTMENT,False,True
100659,JC100659,07/08/2019 11:38:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
100660,JC100660,01/14/2016 06:28:00 AM,BURGLARY,RESIDENCE,True,True
100661,JC100661,01/18/2016 09:54:00 PM,BURGLARY,PARKING LOT,True,True
100662,JC100662,11/21/2018 12:47:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
100663,JC100663,12/04/2016 03:38:00 AM,ROBBERY,APARTMENT,False,True
100664,JC100664,11/21/2017 04:02:00 PM,ROBBERY,STREET,True,False
100665,JC100665,03/03/2016 07:37:00 AM,THEFT,PARKING LOT,False,True
100666,JC100666,04/26/2015 02:10:00 AM,ROBBERY,APARTMENT,False,True
100667,JC100667,06/17/2019 09:22:00 PM,ROBBERY,APARTMENT,True,False
100668,JC100668,10/16/2018 07:10:00 PM,ASSAULT,SIDEWALK,False,True
100669,JC100669,06/05/2018 11:14:00 AM,ROBBERY,PARKING LOT,True,True
100670,JC100670,07/23/2016 09:18:00 AM,MOTOR VEHICLE THEFT,SCHOOL,False,True
100671,JC100671,09/07/2015 03:33:00 AM,CRIMINAL DAMAGE,RESIDENCE,True,False
100672,JC100672,07/23/2016 11:14:00 AM,THEFT,SCHOOL,False,False
100673,JC100673,09/06/2016 08:04:00 PM,ASSAULT,APARTMENT,True,False
100674,JC100674,09/17/2015 05:14:00 PM,ASSAULT,RESIDENCE,False,True
100675,JC100675,04/12/2018 10:03:00 AM,THEFT,SIDEWALK,True,True
100676,JC100676,03/24/2015 01:46:00 PM,BURGLARY,PARKING LOT,False,False
100677,JC100677,02/18/2019 12:36:00 PM,THEFT,PARKING LOT,False,False
100678,JC100678,02/28/2017 10:06:00 AM,THEFT,RESIDENCE,True,True
100679,JC100679,11/09/2015 05:18:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,True
100680,JC100680,10/29/2017 07:44:00 AM,NARCOTICS,SIDEWALK,True,True
100681,JC100681,04/13/2016 05:53:00 AM,BURGLARY,RESIDENCE,True,False
100682,JC100682,04/01/2016 09:29:00 PM,THEFT,SIDEWALK,False,True
100683,JC100683,11/27/2016 01:38:00 PM,BATTERY,SIDEWALK,False,False
100684,JC100684,09/08/2015 11:33:00 PM,ASSAULT,APARTMENT,True,False
100685,JC100685,12/09/2016 05:55:00 AM,NARCOTICS,RESIDENCE,False,True
100686,JC100686,01/16/2016 12:36:00 AM,NARCOTICS,PARKING LOT,True,False
100687,JC100687,06/25/2016 06:52:00 PM,MOTOR VEHICLE THEFT,SCHOOL,False,False
100688,JC100688,08/02/2017 05:41:00 PM,ROBBERY,PARKING LOT,False,False
100689,JC100689,11/04/2016 12:37:00 AM,CRIMINAL DAMAGE,APARTMENT,False,True
100690,JC100690,08/11/2019 03:07:00 PM,ASSAULT,RESIDENCE,False,False
100691,JC100691,07/26/2016 05:41:00 AM,CRIMINAL DAMAGE,STREET,True,False
100692,JC100692,10/13/2015 02:00:00 PM,ASSAULT,APARTMENT,True,True
100693,JC100693,12/28/2015 10:35:00 PM,NARCOTICS,APARTMENT,True,False
100694,JC100694,03/05/2018 07:10:00 PM,BURGLARY,SIDEWALK,False,True
100695,JC100695,04/18/2018 10:36:00 AM,NARCOTICS,APARTMENT,False,True
100696,JC100696,07/08/2017 11:10:00 PM,ASSAULT,APARTMENT,False,False
100697,JC100697,02/06/2019 11:11:00 AM,BATTERY,SIDEWALK,False,False
100698,JC100698,06/05/2019 06:24:00 PM,MOTOR VEHICLE THEFT,STREET,False,False
100699,JC100699,06/20/2016 03:28:00 PM,CRIMINAL DAMAGE,STREET,True,True
100700,JC100700,12/17/2018 06:09:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
100701,JC100701,01/03/2015 09:31:00 PM,MOTOR VEHICLE THEFT,APARTMENT,False,True
100702,JC100702,03/10/2016 02:51:00 AM,BATTERY,SCHOOL,True,True
100703,JC100703,02/05/2017 10:04:00 PM,BATTERY,RESIDENCE,False,True
100704,JC100704,04/24/2018 03:25:00 PM,CRIMINAL DAMAGE,APARTMENT,True,False
100705,JC100705,02/16/2016 09:39:00 PM,BURGLARY,PARKING LOT,True,False
100706,JC100706,06/21/2019 02:19:00 PM,THEFT,STREET,True,False
100707,JC100707,04/13/2017 09:57:00 PM,BURGLARY,APARTMENT,True,False
100708,JC100708,12/09/2015 06:03:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,True
100709,JC100709,11/10/2017 05:27:00 AM,CRIMINAL DAMAGE,RESIDENCE,True,True
100710,JC100710,10/08/2019 05:58:00 AM,ASSAULT,RESIDENCE,False,False
100711,JC100711,03/21/2017 08:38:00 PM,BATTERY,STREET,False,True
100712,JC100712,04/28/2018 07:18:00 AM,CRIMINAL DAMAGE,APARTMENT,False,False
100713,JC100713,09/07/2019 12:00:00 AM,BATTERY,PARKING LOT,False,False
100714,JC100714,11/10/2019 12:49:00 PM,BURGLARY,APARTMENT,False,True
100715,JC100715,01/10/2015 10:06:00 AM,BATTERY,RESIDENCE,False,True
100716,JC100716,05/04/2017 11:34:00 AM,NARCOTICS,SIDEWALK,False,True
100717,JC100717,03/24/2015 05:57:00 AM,ROBBERY,SIDEWALK,False,False
100718,JC100718,01/01/2019 11:08:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
100719,JC100719,07/22/2019 10:00:00 PM,ROBBERY,SCHOOL,False,True
100720,JC100720,07/21/2019 10:38:00 PM,THEFT,SIDEWALK,True,False
100721,JC100721,11/02/2015 06:42:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,True
100722,JC100722,05/16/2018 06:23:00 AM,THEFT,SIDEWALK,False,False
100723,JC100723,10/04/2016 01:57:00 PM,ASSAULT,PARKING LOT,False,False
100724,JC100724,11/22/2017 08:10:00 PM,MOTOR VEHICLE THEFT,STREET,False,False
100725,JC100725,05/19/2015 12:22:00 AM,CRIMINAL DAMAGE,APARTMENT,True,True
100726,JC100726,02/28/2016 04:01:00 AM,THEFT,STREET,False,False
100727,JC100727,04/30/2016 07:55:00 PM,BURGLARY,APARTMENT,True,True
100728,JC100728,01/04/2019 01:37:00 AM,CRIMINAL DAMAGE,APARTMENT,False,True
100729,JC100729,07/14/2019 05:38:00 PM,ASSAULT,SIDEWALK,True,False
100730,JC100730,03/26/2019 08:13:00 AM,THEFT,APARTMENT,True,False
100731,JC100731,11/02/2018 05:51:00 AM,BATTERY,SIDEWALK,False,False
100732,JC100732,06/10/2015 02:50:00 PM,BATTERY,RESIDENCE,False,False
100733,JC100733,10/14/2016 01:46:00 AM,NARCOTICS,RESIDENCE,False,False
100734,JC100734,04/13/2016 11:40:00 AM,MOTOR VEHICLE THEFT,RESIDENCE,True,True
100735,JC100735,10/04/2019 12:54:00 PM,MOTOR VEHICLE THEFT,SCHOOL,False,True
100736,JC100736,03/10/2017 03:43:00 PM,ROBBERY,STREET,False,True
100737,JC100737,12/28/2017 01:23:00 PM,ASSAULT,APARTMENT,False,False
100738,JC100738,07/24/2016 09:47:00 PM,BURGLARY,APARTMENT,True,False
100739,JC100739,08/05/2017 07:44:00 PM,NARCOTICS,RESIDENCE,True,True
100740,JC100740,06/09/2019 10:45:00 AM,CRIMINAL DAMAGE,APARTMENT,True,True
100741,JC100741,10/02/2019 12:32:00 PM,ROBBERY,SCHOOL,True,False
100742,JC100742,04/30/2019 10:25:00 AM,BATTERY,STREET,False,False
100743,JC100743,03/13/2016 04:01:00 AM,ASSAULT,RESIDENCE,False,False
100744,JC100744,06/05/2016 03:05:00 AM,NARCOTICS,RESIDENCE,True,True
100745,JC100745,05/03/2017 05:54:00 PM,NARCOTICS,SIDEWALK,False,True
100746,JC100746,06/06/2016 06:21:00 AM,NARCOTICS,APARTMENT,False,False
100747,JC100747,08/26/2015 05:36:00 PM,BATTERY,RESIDENCE,True,False
100748,JC100748,10/22/2018 12:36:00 PM,ASSAULT,PARKING LOT,False,False
100749,JC100749,10/15/2015 03:38:00 PM,MOTOR VEHICLE THEFT,RESIDENCE,False,True
100750,JC100750,04/05/2017 09:34:00 PM,ASSAULT,APARTMENT,True,True
100751,JC100751,08/30/2015 09:57:00 AM,ROBBERY,RESIDENCE,False,True
100752,JC100752,06/30/2019 12:34:00 AM,ASSAULT,APARTMENT,False,False
100753,JC100753,05/03/2016 11:53:00 PM,ROBBERY,STREET,True,True
100754,JC100754,10/28/2018 01:58:00 PM,BATTERY,SIDEWALK,True,False
100755,JC100755,08/22/2018 06:36:00 AM,CRIMINAL DAMAGE,SCHOOL,True,False
100756,JC100756,08/20/2015 10:53:00 AM,THEFT,APARTMENT,True,False
100757,JC100757,06/26/2019 09:52:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,False,True
100758,JC100758,07/17/2019 08:45:00 AM,CRIMINAL DAMAGE,APARTMENT,True,False
100759,JC100759,08/28/2015 11:50:00 PM,BURGLARY,STREET,False,True
100760,JC100760,03/24/2017 04:13:00 PM,CRIMINAL DAMAGE,SIDEWALK,False,True
100761,JC100761,07/20/2018 04:27:00 PM,BATTERY,SIDEWALK,False,False
100762,JC100762,11/06/2018 04:36:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,False
100763,JC100763,05/02/2019 07:36:00 AM,ASSAULT,APARTMENT,True,True
100764,JC100764,03/21/2015 07:50:00 PM,MOTOR VEHICLE THEFT,RESIDENCE,False,True
100765,JC100765,03/10/2017 10:33:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,True
100766,JC100766,01/20/2019 09:20:00 AM,BATTERY,SCHOOL,True,False
100767,JC100767,07/26/2018 03:05:00 AM,NARCOTICS,SIDEWALK,True,False
100768,JC100768,08/28/2018 08:39:00 PM,BATTERY,APARTMENT,True,False
100769,JC100769,07/01/2015 04:15:00 AM,ROBBERY,SIDEWALK,False,True
100770,JC100770,01/16/2016 11:05:00 PM,ASSAULT,PARKING LOT,True,False
100771,JC100771,01/25/2018 10:45:00 PM,BURGLARY,APARTMENT,False,True
100772,JC100772,01/26/2019 02:17:00 PM,ROBBERY,APARTMENT,True,False
100773,JC100773,07/05/2018 10:42:00 AM,BATTERY,SCHOOL,True,True
100774,JC100774,08/28/2019 01:31:00 AM,BATTERY,PARKING LOT,False,True
100775,JC100775,10/24/2018 05:04:00 PM,THEFT,APARTMENT,True,True
100776,JC100776,06/04/2018 01:54:00 AM,MOTOR VEHICLE THEFT,APARTMENT,False,False
100777,JC100777,08/20/2016 06:07:00 AM,NARCOTICS,STREET,True,True
100778,JC100778,11/11/2017 01:53:00 AM,NARCOTICS,STREET,True,True
100779,JC100779,02/27/2016 02:34:00 PM,BURGLARY,PARKING LOT,True,True
100780,JC100780,09/24/2019 05:56:00 PM,CRIMINAL DAMAGE,STREET,True,False
100781,JC100781,10/30/2015 04:28:00 AM,ROBBERY,PARKING LOT,False,True
100782,JC100782,09/12/2018 04:36:00 PM,ASSAULT,APARTMENT,False,True
100783,JC100783,11/02/2017 04:21:00 PM,BATTERY,SCHOOL,False,True
100784,JC100784,11/04/2018 05:41:00 AM,BATTERY,RESIDENCE,True,True
100785,JC100785,07/27/2019 03:25:00 AM,NARCOTICS,RESIDENCE,False,False
100786,JC100786,09/13/2018 09:15:00 PM,NARCOTICS,RESIDENCE,False,False
100787,JC100787,03/09/2015 07:35:00 AM,BATTERY,PARKING LOT,False,False
100788,JC100788,04/04/2019 03:27:00 AM,ROBBERY,PARKING LOT,True,True
100789,JC100789,10/20/2017 02:11:00 AM,ROBBERY,APARTMENT,False,True
100790,JC100790,08/26/2017 06:12:00 AM,THEFT,SCHOOL,False,False
100791,JC100791,09/07/2016 08:24:00 PM,BATTERY,RESIDENCE,True,False
100792,JC100792,04/11/2015 03:04:00 AM,MOTOR VEHICLE THEFT,STREET,False,True
100793,JC100793,07/19/2017 08:33:00 AM,ASSAULT,SCHOOL,False,False
100794,JC100794,03/05/2019 09:32:00 AM,THEFT,STREET,False,False
100795,JC100795,08/20/2019 06:59:00 AM,MOTOR VEHICLE THEFT,RESIDENCE,False,True
100796,JC100796,01/26/2019 10:01:00 PM,ROBBERY,SIDEWALK,True,False
100797,JC100797,04/03/2017 05:59:00 AM,BATTERY,SCHOOL,True,True
100798,JC100798,07/03/2015 08:36:00 AM,THEFT,STREET,True,False
100799,JC100799,09/04/2015 11:58:00 AM,BURGLARY,RESIDENCE,True,True
100800,JC100800,11/03/2019 11:01:00 PM,ROBBERY,SIDEWALK,False,True
100801,JC100801,09/02/2018 01:34:00 AM,ROBBERY,SCHOOL,False,True
100802,JC100802,09/13/2018 08:46:00 PM,CRIMINAL DAMAGE,SCHOOL,False,True
100803,JC100803,11/03/2015 09:17:00 AM,NARCOTICS,SCHOOL,False,False
100804,JC100804,12/24/2018 07:28:00 PM,BURGLARY,SCHOOL,False,True
100805,JC100805,05/22/2015 10:14:00 AM,CRIMINAL DAMAGE,PARKING LOT,True,False
100806,JC100806,09/08/2018 04:45:00 PM,CRIMINAL DAMAGE,PARKING LOT,True,False
100807,JC100807,12/06/2017 12:58:00 PM,BATTERY,APARTMENT,True,True
100808,JC100808,09/25/2017 07:47:00 AM,ASSAULT,SIDEWALK,False,False
100809,JC100809,12/20/2019 07:45:00 AM,CRIMINAL DAMAGE,RESIDENCE,False,False
100810,JC100810,03/12/2017 06:36:00 AM,CRIMINAL DAMAGE,APARTMENT,True,False
100811,JC100811,03/22/2019 02:13:00 PM,ASSAULT,SCHOOL,False,False
100812,JC100812,11/21/2019 04:08:00 AM,BATTERY,SIDEWALK,True,True
100813,JC100813,05/09/2019 09:29:00 AM,BATTERY,SIDEWALK,False,True
100814,JC100814,10/18/2015 02:12:00 AM,NARCOTICS,SIDEWALK,False,False
100815,JC100815,09/07/2019 09:53:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,True,True
100816,JC100816,02/07/2018 09:50:00 AM,BATTERY,PARKING LOT,False,False
100817,JC100817,05/16/2016 04:43:00 AM,ROBBERY,SCHOOL,False,True
100818,JC100818,10/23/2018 09:06:00 AM,MOTOR VEHICLE THEFT,SCHOOL,True,False
100819,JC100819,09/03/2017 12:19:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
100820,JC100820,08/25/2018 03:34:00 AM,NARCOTICS,RESIDENCE,True,True
100821,JC100821,05/22/2015 10:42:00 AM,THEFT,SCHOOL,False,False
100822,JC100822,01/10/2019 05:40:00 AM,CRIMINAL DAMAGE,SIDEWALK,False,False
100823,JC100823,12/22/2016 03:47:00 PM,MOTOR VEHICLE THEFT,STREET,False,True
100824,JC100824,12/19/2016 01:11:00 AM,BATTERY,PARKING LOT,False,False
100825,JC100825,09/13/2016 07:22:00 PM,CRIMINAL DAMAGE,SCHOOL,False,False
100826,JC100826,11/18/2018 06:47:00 PM,BURGLARY,RESIDENCE,False,False
100827,JC100827,10/13/2016 01:16:00 PM,THEFT,PARKING LOT,False,True
100828,JC100828,03/20/2019 11:11:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,True
100829,JC100829,03/03/2018 06:12:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,True,False
100830,JC100830,03/31/2017 02:38:00 PM,ROBBERY,RESIDENCE,False,True
100831,JC100831,11/13/2019 04:04:00 AM,NARCOTICS,SCHOOL,False,False
100832,JC100832,08/25/2018 12:23:00 AM,NARCOTICS,STREET,False,True
100833,JC100833,12/02/2016 02:33:00 AM,CRIMINAL DAMAGE,STREET,False,False
100834,JC100834,12/25/2017 02:33:00 PM,BATTERY,SCHOOL,False,False
100835,JC100835,02/24/2017 09:16:00 AM,BATTERY,SIDEWALK,True,False
100836,JC100836,06/20/2016 02:22:00 PM,MOTOR VEHICLE THEFT,STREET,True,False
100837,JC100837,02/22/2018 10:55:00 AM,NARCOTICS,APARTMENT,True,False
100838,JC100838,11/12/2016 07:51:00 AM,BURGLARY,APARTMENT,True,False
100839,JC100839,02/17/2015 01:07:00 AM,ASSAULT,PARKING LOT,True,True
100840,JC100840,04/05/2018 04:00:00 PM,BATTERY,STREET,True,True
100841,JC100841,06/30/2018 10:05:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
100842,JC100842,11/23/2016 08:46:00 AM,NARCOTICS,RESIDENCE,True,False
100843,JC100843,05/01/2015 07:31:00 PM,BURGLARY,SCHOOL,True,False
100844,JC100844,02/10/2016 10:51:00 AM,NARCOTICS,SCHOOL,True,False
100845,JC100845,11/16/2015 02:12:00 AM,CRIMINAL DAMAGE,RESIDENCE,False,True
100846,JC100846,07/21/2016 08:23:00 AM,NARCOTICS,SCHOOL,True,False
100847,JC100847,09/06/2016 05:40:00 AM,MOTOR VEHICLE THEFT,SCHOOL,False,False
100848,JC100848,04/03/2016 05:08:00 PM,THEFT,RESIDENCE,True,True
100849,JC100849,04/11/2015 04:28:00 AM,BATTERY,SCHOOL,True,False
100850,JC100850,04/13/2015 04:09:00 AM,ROBBERY,APARTMENT,False,True
100851,JC100851,04/10/2017 12:14:00 AM,BATTERY,PARKING LOT,True,True
100852,JC100852,02/05/2018 12:48:00 AM,THEFT,RESIDENCE,False,False
100853,JC100853,02/18/2017 04:31:00 AM,ROBBERY,STREET,False,True
100854,JC100854,01/14/2016 09:40:00 AM,ROBBERY,RESIDENCE,True,False
100855,JC100855,05/13/2015 10:03:00 AM,BATTERY,STREET,True,True
100856,JC100856,04/09/2017 04:22:00 AM,MOTOR VEHICLE THEFT,APARTMENT,True,False
100857,JC100857,01/05/2019 06:48:00 AM,THEFT,STREET,False,False
100858,JC100858,10/08/2017 06:34:00 PM,MOTOR VEHICLE THEFT,PARKING LOT,False,True
100859,JC100859,08/18/2015 03:13:00 AM,ROBBERY,STREET,True,True
100860,JC100860,05/06/2018 05:31:00 AM,ROBBERY,SIDEWALK,True,False
100861,JC100861,09/16/2017 02:34:00 PM,NARCOTICS,SCHOOL,True,False
100862,JC100862,02/02/2015 12:49:00 AM,ASSAULT,APARTMENT,True,False
100863,JC100863,02/13/2015 08:51:00 AM,BATTERY,SIDEWALK,False,True
100864,JC100864,04/06/2015 07:41:00 PM,THEFT,PARKING LOT,True,True
100865,JC100865,08/23/2019 12:18:00 PM,BATTERY,STREET,False,True
100866,JC100866,11/09/2015 07:15:00 AM,NARCOTICS,PARKING LOT,True,False
100867,JC100867,12/03/2016 03:45:00 AM,THEFT,PARKING LOT,False,True
100868,JC100868,08/25/2019 01:11:00 AM,NARCOTICS,RESIDENCE,True,True
100869,JC100869,10/09/2017 08:47:00 AM,ASSAULT,STREET,False,True
100870,JC100870,10/18/2015 03:15:00 AM,BATTERY,RESIDENCE,True,False
100871,JC100871,06/25/2019 05:20:00 AM,NARCOTICS,RESIDENCE,False,False
100872,JC100872,06/09/2017 05:41:00 PM,MOTOR VEHICLE THEFT,SIDEWALK,True,False
100873,JC100873,01/24/2016 07:51:00 AM,ROBBERY,SIDEWALK,True,False
100874,JC100874,06/06/2019 09:25:00 AM,CRIMINAL DAMAGE,SCHOOL,True,False
100875,JC100875,04/25/2016 09:53:00 PM,BURGLARY,SIDEWALK,False,True
100876,JC100876,12/26/2017 02:53:00 AM,ASSAULT,APARTMENT,True,False
100877,JC100877,08/31/2015 03:33:00 AM,NARCOTICS,APARTMENT,True,True
100878,JC100878,11/15/2018 07:52:00 AM,CRIMINAL DAMAGE,APARTMENT,True,True
100879,JC100879,10/08/2018 03:23:00 PM,NARCOTICS,SIDEWALK,True,False
100880,JC100880,08/01/2016 11:43:00 AM,MOTOR VEHICLE THEFT,SIDEWALK,False,False
100881,JC100881,10/19/2019 04:59:00 AM,BURGLARY,PARKING LOT,False,False
100882,JC100882,07/07/2018 10:02:00 AM,CRIMINAL DAMAGE,SIDEWALK,True,False
100883,JC100883,09/05/2018 10:04:00 PM,ROBBERY,SCHOOL,True,False
100884,JC100884,01/31/2017 06:53:00 AM,BATTERY,SIDEWALK,True,False
100885,JC100885,12/26/2017 03:14:00 AM,THEFT,PARKING LOT,False,False
100886,JC100886,09/17/2015 12:05:00 PM,THEFT,SCHOOL,False,True
100887,JC100887,02/13/2019 08:17:00 PM,ASSAULT,SIDEWALK,False,True
100888,JC100888,07/07/2016 03:51:00 AM,NARCOTICS,PARKING LOT,False,True
100889,JC100889,08/20/2015 09:51:00 AM,BURGLARY,PARKING LOT,False,False
100890,JC100890,08/27/2015 11:47:00 PM,BATTERY,APARTMENT,True,False
100891,JC100891,05/20/2018 04:56:00 AM,THEFT,RESIDENCE,True,True
100892,JC100892,02/11/2018 06:54:00 PM,CRIMINAL DAMAGE,APARTMENT,True,True
100893,JC100893,03/09/2018 07:10:00 PM,BATTERY,APARTMENT,False,False
100894,JC100894,08/26/2018 02:50:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,False,False
100895,JC100895,07/11/2018 03:23:00 AM,BURGLARY,APARTMENT,True,False
100896,JC100896,05/11/2015 12:54:00 PM,MOTOR VEHICLE THEFT,SCHOOL,False,True
100897,JC100897,09/23/2018 10:13:00 PM,CRIMINAL DAMAGE,STREET,True,True
100898,JC100898,01/18/2015 01:35:00 AM,BATTERY,SIDEWALK,True,True
100899,JC100899,09/18/2018 02:14:00 AM,MOTOR VEHICLE THEFT,RESIDENCE,False,False
100900,JC100900,05/31/2017 08:35:00 AM,ASSAULT,PARKING LOT,False,True
100901,JC100901,12/19/2016 10:38:00 PM,BATTERY,SIDEWALK,True,True
100902,JC100902,11/04/2018 11:57:00 PM,MOTOR VEHICLE THEFT,SCHOOL,True,True
100903,JC100903,11/02/2017 05:13:00 PM,NARCOTICS,STREET,False,True
100904,JC100904,09/29/2015 03:45:00 PM,CRIMINAL DAMAGE,RESIDENCE,False,False
100905,JC100905,08/26/2017 07:13:00 PM,ROBBERY,APARTMENT,True,False
100906,JC100906,04/05/2018 11:54:00 AM,ROBBERY,APARTMENT,True,True
100907,JC100907,03/21/2016 11:18:00 PM,ASSAULT,APARTMENT,True,False
100908,JC100908,07/06/2015 10:12:00 AM,THEFT,RESIDENCE,True,False
100909,JC100909,04/14/2016 05:16:00 AM,THEFT,SIDEWALK,True,True
100910,JC100910,11/11/2015 07:09:00 PM,ASSAULT,RESIDENCE,False,True
100911,JC100911,04/05/2015 03:08:00 PM,BATTERY,SCHOOL,False,False
100912,JC100912,12/30/2015 04:49:00 PM,BURGLARY,PARKING LOT,False,False
100913,JC100913,02/12/2015 07:30:00 PM,ASSAULT,PARKING LOT,False,True
100914,JC100914,07/19/2015 07:20:00 PM,ASSAULT,SCHOOL,True,True
100915,JC100915,07/25/2015 07:24:00 AM,MOTOR VEHICLE THEFT,STREET,False,False
100916,JC100916,12/20/2017 07:14:00 AM,ASSAULT,PARKING LOT,False,False
100917,JC100917,03/12/2015 06:37:00 AM,NARCOTICS,PARKING LOT,True,True
100918,JC100918,12/16/2018 11:13:00 AM,NARCOTICS,RESIDENCE,False,False
100919,JC100919,06/02/2018 03:57:00 PM,THEFT,PARKING LOT,False,False
100920,JC100920,05/17/2019 03:52:00 AM,CRIMINAL DAMAGE,SCHOOL,True,False
100921,JC100921,07/06/2015 08:00:00 PM,MOTOR VEHICLE THEFT,RESIDENCE,True,False
100922,JC100922,05/12/2018 06:45:00 AM,CRIMINAL DAMAGE,PARKING LOT,True,True
100923,JC100923,09/08/2015 12:51:00 PM,MOTOR VEHICLE THEFT,STREET,False,False
100924,JC100924,12/07/2015 12:31:00 AM,NARCOTICS,RESIDENCE,True,False
100925,JC100925,04/06/2019 03:28:00 AM,CRIMINAL DAMAGE,SCHOOL,False,False
100926,JC100926,11/23/2019 05:43:00 AM,MOTOR VEHICLE THEFT,PARKING LOT,True,True
100927,JC100927,12/30/2018 04:09:00 AM,ASSAULT,STREET,False,True
100928,JC100928,07/18/2017 05:09:00 AM,ROBBERY,PARKING LOT,True,True
100929,JC100929,09/22/2015 11:20:00 AM,ASSAULT,APARTMENT,False,False
100930,JC100930,04/07/2019 07:42:00 PM,NARCOTICS,PARKING LOT,True,True
100931,JC100931,01/20/2015 09:08:00 PM,THEFT,SCHOOL,False,True
100932,JC100932,12/12/2018 06:26:00 PM,BATTERY,SIDEWALK,True,False
100933,JC100933,03/11/2016 06:07:00 AM,ROBBERY,PARKING LOT,True,True
100934,JC100934,08/31/2018 03:18:00 AM,BATTERY,SCHOOL,True,False
100935,JC100935,10/29/2015 10:48:00 AM,BATTERY,APARTMENT,True,False
100936,JC100936,02/19/2018 01:22:00 PM,BATTERY,RESIDENCE,False,True
100937,JC100937,08/21/2015 11:21:00 PM,THEFT,RESIDENCE,False,True
100938,JC100938,02/23/2015 07:43:00 PM,BATTERY,SIDEWALK,False,True
100939,JC100939,02/03/2015 01:42:00 AM,BURGLARY,APARTMENT,True,True
100940,JC100940,12/20/2015 12:07:00 PM,BATTERY,SIDEWALK,False,True
100941,JC100941,05/27/2019 03:38:00 AM,ASSAULT,PARKING LOT,False,False
100942,JC100942,11/04/2015 05:25:00 PM,THEFT,STREET,False,True
100943,JC100943,01/16/2016 08:14:00 PM,NARCOTICS,SIDEWALK,True,True
100944,JC100944,08/19/2018 04:42:00 PM,THEFT,APARTMENT,True,False
100945,JC100945,07/04/2019 06:27:00 AM,BURGLARY,PARKING LOT,False,False
100946,JC100946,04/26/2017 12:09:00 AM,CRIMINAL DAMAGE,APARTMENT,False,False
100947,JC100947,07/05/2016 01:44:00 PM,ASSAULT,SIDEWALK,True,False
100948,JC100948,11/29/2017 03:57:00 PM,BATTERY,STREET,True,True
100949,JC100949,10/09/2015 10:28:00 PM,ROBBERY,RESIDENCE,False,False
100950,JC100950,07/26/2015 12:54:00 PM,BATTERY,PARKING LOT,False,False
100951,JC100951,02/12/2015 04:21:00 AM,BURGLARY,SCHOOL,False,False
100952,JC100952,10/09/2016 04:01:00 PM,MOTOR VEHICLE THEFT,STREET,False,True
100953,JC100953,10/24/2019 02:40:00 PM,THEFT,RESIDENCE,True,True
